team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,埼玉西武ライオンズ,lions,0,1,3,0,1,0,0,2,X,,,,,,,7,1,0,交流戦,2023-06-14
埼玉西武ライオンズ,lions,読売ジャイアンツ,giants,0,0,1,0,0,0,0,0,0,,,,,,,1,0,1,交流戦,2023-06-14
東京ヤクルトスワローズ,swallows,福岡ソフトバンクホークス,hawks,0,1,0,0,1,0,0,0,0,,,,,,,2,0,1,交流戦,2023-06-14
福岡ソフトバンクホークス,hawks,東京ヤクルトスワローズ,swallows,0,2,1,0,0,0,0,0,0,,,,,,,3,1,0,交流戦,2023-06-14
横浜DeNAベイスターズ,dena,北海道日本ハムファイターズ,fighters,0,0,0,0,2,0,0,0,X,,,,,,,2,1,0,交流戦,2023-06-14
北海道日本ハムファイターズ,fighters,横浜DeNAベイスターズ,dena,0,0,0,0,0,0,1,0,0,,,,,,,1,0,1,交流戦,2023-06-14
中日ドラゴンズ,dragons,千葉ロッテマリーンズ,lotte,0,0,0,0,0,1,0,0,0,,,,,,,1,0,1,交流戦,2023-06-14
千葉ロッテマリーンズ,lotte,中日ドラゴンズ,dragons,0,1,0,0,1,0,0,0,0,,,,,,,2,1,0,交流戦,2023-06-14
阪神タイガース,tigers,オリックス・バファローズ,orix,4,0,0,3,0,0,1,0,X,,,,,,,8,1,0,交流戦,2023-06-14
オリックス・バファローズ,orix,阪神タイガース,tigers,1,1,0,0,0,0,1,0,0,,,,,,,3,0,1,交流戦,2023-06-14
広島東洋カープ,carp,東北楽天ゴールデンイーグルス,rakuten,0,2,0,0,0,0,1,0,1X,,,,,,,4,1,0,交流戦,2023-06-14
東北楽天ゴールデンイーグルス,rakuten,広島東洋カープ,carp,0,1,0,1,0,0,0,0,1,,,,,,,3,0,1,交流戦,2023-06-14
